1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
1.0	1.526838911265013e-11
2.0	8.344164693941617e-11
2.0	8.344164693941617e-11
2.0	8.344164693941617e-11
2.0	8.344164693941617e-11
2.0	8.344164693941617e-11
2.0	8.344164693941617e-11
3.0	3.413777250291337e-10
3.0	3.413777250291337e-10
3.0	3.413777250291337e-10
3.0	3.413777250291337e-10
4.0	3.656978694160187e-10
4.0	3.656978694160187e-10
4.0	3.656978694160187e-10
4.0	3.656978694160187e-10
5.0	3.7967053614045976e-10
5.0	3.7967053614045976e-10
6.0	4.147735545225369e-10
6.0	4.147735545225369e-10
7.0	4.75294799443727e-10
7.0	4.75294799443727e-10
8.0	4.828194197733827e-10
8.0	4.828194197733827e-10
9.0	4.888790098960875e-10
9.0	4.888790098960875e-10
10.0	5.28192031348991e-10
11.0	5.292430313148661e-10
12.0	5.292739955939465e-10
13.0	5.563578910812008e-10
14.0	5.826995723078883e-10
15.0	7.954404016099146e-10
16.0	7.949947355801856e-10
17.0	8.623490528045863e-10
18.0	8.633943032896977e-10
20.0	9.169722012673219e-10
21.0	9.173637775340667e-10
23.0	9.582556969409544e-10
24.0	9.631500547182282e-10
26.0	1.0973446082092573e-9
28.0	1.1621126378316852e-9
30.0	1.1649348849166307e-9
32.0	1.184017995731594e-9
35.0	1.2069819399044061e-9
37.0	1.2663987003311585e-9
40.0	1.3590271659337576e-9
43.0	1.4421734413010604e-9
46.0	1.6306259771955035e-9
49.0	1.6579852665851188e-9
53.0	1.770018742895646e-9
57.0	1.8239708579727259e-9
61.0	1.844293622471893e-9
65.0	1.8706155790131153e-9
70.0	1.9997702135730947e-9
75.0	2.547306153904121e-9
81.0	2.8798392148694587e-9
86.0	3.0129809119539195e-9
93.0	3.4390726703435073e-9
99.0	3.959192394814854e-9
107.0	4.672179934547536e-9
114.0	4.447580094632173e-9
123.0	4.645540835190944e-9
132.0	1.0279918472423313e-8
141.0	1.3524639295362373e-8
151.0	9.501894528598293e-9
162.0	2.0444215959061723e-8
174.0	1.886891491294841e-7
187.0	1.4111327105657976e-8
200.0	7.532184941340178e-7
215.0	2.0582776617195294e-7
231.0	1.4095982866691184e-8
247.0	2.4806701402522136e-8
265.0	3.6856435971236464e-8
284.0	1.9638803433237156e-7
305.0	6.176560297883052e-8
327.0	1.5254610103475455e-8
351.0	4.02095503702636e-8
376.0	1.834241725200444e-8
403.0	3.1145008292745004e-8
432.0	2.0294340677546716e-8
464.0	1.7652918996332794e-8
497.0	2.0366827691524015e-8
533.0	2.726807489105284e-8
572.0	2.1759254461193027e-8
613.0	2.76737431900442e-8
657.0	2.8400581697875937e-8
705.0	3.6116212831287404e-8
756.0	3.969875699462392e-8
811.0	4.846198099395146e-8
869.0	3.9517594005775434e-8
932.0	4.577775712871485e-8
999.0	4.7741102307437646e-8
