1.0	0.04383703070010488
1.0	0.04383703070010488
1.0	0.04383703070010488
1.0	0.04383703070010488
1.0	0.04383703070010488
1.0	0.04383703070010488
1.0	0.04383703070010488
1.0	0.04383703070010488
1.0	0.04383703070010488
1.0	0.04383703070010488
2.0	0.0007871901856007211
2.0	0.0007871901856007211
2.0	0.0007871901856007211
2.0	0.0007871901856007211
2.0	0.0007871901856007211
2.0	0.0007871901856007211
3.0	0.0004422167756145807
3.0	0.0004422167756145807
3.0	0.0004422167756145807
3.0	0.0004422167756145807
4.0	4.3874117988742925e-6
4.0	4.3874117988742925e-6
4.0	4.3874117988742925e-6
4.0	4.3874117988742925e-6
5.0	2.121777079959102e-6
5.0	2.121777079959102e-6
6.0	1.7371425788188527e-6
6.0	1.7371425788188527e-6
7.0	1.586823564620252e-6
7.0	1.586823564620252e-6
8.0	1.3935840135567561e-7
8.0	1.3935840135567561e-7
9.0	1.1603342106058411e-7
9.0	1.1603342106058411e-7
10.0	1.0752579845774034e-7
11.0	1.0190781394605478e-7
12.0	2.0669191469084152e-8
13.0	1.898588423241548e-8
14.0	1.8248229362765275e-8
15.0	1.7675058913307697e-8
16.0	5.845687770157503e-9
17.0	5.5443030898611965e-9
18.0	5.3816512999709076e-9
20.0	2.474806933857957e-9
21.0	2.3931039003762004e-9
23.0	2.319558601263408e-9
24.0	1.5046963491281263e-9
26.0	1.556720331786179e-9
28.0	1.246910794453624e-9
30.0	1.2960846631617503e-9
32.0	1.202796459724947e-9
35.0	1.2385245418798372e-9
37.0	1.294089424352384e-9
40.0	1.412483861787696e-9
43.0	1.4347557066128336e-9
46.0	1.5238581496514056e-9
49.0	1.6322945734466654e-9
53.0	2.087989790866276e-9
57.0	2.1193781322362604e-9
61.0	2.313226391302242e-9
65.0	2.4965294032313278e-9
70.0	2.76015865460249e-9
75.0	2.8061497337855934e-9
81.0	3.0891458907435857e-9
86.0	3.3166023958034475e-9
93.0	3.5350843022378936e-9
99.0	3.969950144064417e-9
107.0	4.2516249675391044e-9
114.0	4.499666788245309e-9
123.0	4.7406785926322834e-9
132.0	5.089572071088448e-9
141.0	5.675650912032782e-9
151.0	6.055270549084621e-9
162.0	6.171311171521627e-9
174.0	6.538207100231994e-9
187.0	6.90392700483554e-9
200.0	7.251702305836549e-9
215.0	7.69954395988544e-9
231.0	8.338908770838305e-9
247.0	9.201706040329025e-9
265.0	1.0024921066410028e-8
284.0	1.0662323169382206e-8
305.0	1.128688522446931e-8
327.0	1.1971629251321897e-8
351.0	1.2777180602081751e-8
376.0	1.3707615226046926e-8
403.0	1.4876184318322981e-8
432.0	1.661137937577884e-8
464.0	1.812129026708342e-8
497.0	1.9311649973669566e-8
533.0	2.0503324283306123e-8
572.0	2.2106962927352187e-8
613.0	2.3472721339919346e-8
657.0	2.602244702828478e-8
705.0	2.8082671500781024e-8
756.0	3.075605527978841e-8
811.0	3.314607699995943e-8
869.0	3.4891690771897465e-8
932.0	3.709273692799769e-8
999.0	3.9621459907288805e-8
